"filename", "language", "HTML", "JSON", "JavaScript", "Markdown", "XML", "JavaScript JSX", "SCSS", "comment", "blank", "total"
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\pages\Upload\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 9, 51
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\routes\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 32, 0, 10, 7, 49
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\apiService\searchService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 2, 17
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\authService\authService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 56, 0, 0, 16, 72
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\commentsService\commentsService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 26, 111
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\userService\followingService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 47, 0, 1, 10, 58
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\userService\userServices.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\videoService\userVideo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 3, 13
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\services\videoService\videoService.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 15, 62
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\checkFollowed.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 8, 29
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\cropImage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 6, 42
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\formatString.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\getAllFollowing.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 1, 8, 28
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\getTimeAgo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 5, 23
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\httpRequest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 136, 0, 8, 71, 215
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\mergeRefs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 1, 12
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\sortVideo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 11, 46
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\token.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\src\utils\validators.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 99, 0, 6, 20, 125
"d:\VScode\FrontEnd\ReactJS\Practice\tiktok-clone\vite.config.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 1, 2, 8
"Total", "-", 13, 5330, 42, 5, 57, 8596, 4062, 319, 2411, 20835
